day,current,roomID,value
1,1,26,0.0
1,1,27,0.0
1,1,28,0.0
1,1,29,0.0
1,1,30,0.0
1,1,31,0.0
1,1,32,0.0
1,1,33,0.0
1,1,34,0.0
1,1,35,0.0
1,1,36,0.0
1,1,37,0.0
1,1,38,0.0
1,1,39,0.0
1,1,40,0.0
1,1,41,0.0
1,1,42,0.0
1,1,43,0.0
1,1,44,0.0
1,1,45,0.0
1,1,46,0.0
1,1,47,0.0
1,1,48,0.0
1,1,49,0.0
1,1,50,0.0
1,1,51,0.0
1,1,52,0.0
1,1,53,0.0
1,1,54,0.0
1,1,55,0.0
1,1,56,0.0
1,1,57,0.0
1,1,58,0.0
1,1,59,0.0
1,1,60,0.0
1,1,61,0.0
1,1,62,0.0
1,1,63,0.0
1,1,64,0.0
1,1,65,0.0
1,1,66,0.0
1,1,67,0.0
1,1,68,0.0
1,1,69,0.0
1,1,70,0.0
1,1,71,0.0
1,1,72,0.0
1,1,73,0.0
1,1,74,0.0
1,1,75,0.0
1,1,76,0.0
1,1,77,0.0
1,1,78,0.0
1,1,79,0.0
1,1,80,0.0
1,1,81,0.0
1,1,82,0.0
1,1,83,0.0
1,1,84,0.0
1,1,85,0.0
1,1,86,0.0
1,1,87,0.0
1,1,88,0.0
1,1,89,0.0
1,1,90,0.0
1,1,91,0.0
1,1,92,0.0
1,1,93,0.0
1,1,94,0.0
1,1,95,0.0
1,1,96,0.0
1,1,97,0.0
1,1,98,0.0
1,1,99,0.0
2,2,0,0.0
2,2,1,0.0
2,2,2,0.0
2,2,3,0.0
2,2,4,0.0
2,2,5,0.0
2,2,6,0.0
2,2,7,0.0
2,2,8,0.0
2,2,9,0.0
2,2,10,0.0
2,2,11,0.0
2,2,12,0.0
2,2,13,0.0
2,2,14,0.0
2,2,15,0.0
2,2,16,0.0
2,2,17,0.0
2,2,18,0.0
2,2,19,0.0
2,2,20,0.0
2,2,21,0.0
2,2,22,0.0
2,2,23,0.0
2,2,24,0.0
2,2,25,0.0
2,2,26,0.0
2,2,27,0.0
2,2,28,0.0
2,2,29,0.0
2,2,30,0.0
2,2,31,0.0
2,2,32,0.0
2,2,33,0.0
2,2,34,0.0
2,2,35,0.0
2,2,36,0.0
2,2,37,0.0
2,2,38,0.0
2,2,39,0.0
2,2,40,0.0
2,2,41,0.0
2,2,42,0.0
2,2,43,0.0
2,2,44,0.0
2,2,45,0.0
2,2,46,0.0
2,2,47,0.0
2,2,48,0.0
2,2,49,0.0
2,2,50,0.0
2,2,51,0.0
2,2,52,0.0
2,2,53,0.0
2,2,54,0.0
2,2,55,0.0
2,2,56,0.0
2,2,57,0.0
2,2,58,0.0
2,2,59,0.0
2,2,60,0.0
2,2,61,0.0
2,2,62,0.0
2,2,63,0.0
2,2,64,0.0
2,2,65,0.0
2,2,66,0.0
2,2,67,0.0
2,2,68,0.0
2,2,69,0.0
2,2,70,0.0
2,2,71,0.0
2,2,72,0.0
2,2,73,0.0
2,2,74,0.0
2,2,75,0.0
2,2,76,0.0
2,2,77,0.0
2,2,78,0.0
2,2,79,0.0
2,2,80,0.0
2,2,81,0.0
2,2,82,0.0
2,2,83,0.0
2,2,84,0.0
2,2,85,0.0
2,2,86,0.0
2,2,87,0.0
2,2,88,0.0
2,2,89,0.0
2,2,90,0.0
2,2,91,0.0
2,2,92,0.0
2,2,93,0.0
2,2,94,0.0
2,2,95,0.0
2,2,96,0.0
2,2,97,0.0
2,2,98,0.0
2,2,99,0.0
3,3,0,0.0
3,3,1,0.0
3,3,2,0.0
3,3,3,0.0
3,3,4,0.0
3,3,5,0.0
3,3,6,0.0
3,3,7,0.0
3,3,8,0.0
3,3,9,0.0
3,3,10,0.0
3,3,11,0.0
3,3,12,0.0
3,3,13,0.0
3,3,14,0.0
3,3,15,0.0
3,3,16,0.0
3,3,17,0.0
3,3,18,0.0
3,3,19,0.0
3,3,20,0.0
3,3,21,0.0
3,3,22,0.0
3,3,23,0.0
3,3,24,0.0
3,3,25,0.0
3,3,26,0.0
3,3,27,0.0
3,3,28,0.0
3,3,29,0.0
3,3,30,0.0
3,3,31,0.0
3,3,32,0.0
3,3,33,0.0
3,3,34,0.0
3,3,35,0.0
3,3,36,0.0
3,3,37,0.0
3,3,38,0.0
3,3,39,0.0
3,3,40,0.0
3,3,41,0.0
3,3,42,0.0
3,3,43,0.0
3,3,44,0.0
3,3,45,0.0
3,3,46,0.0
3,3,47,0.0
3,3,48,0.0
3,3,49,0.0
3,3,50,0.0
3,3,51,0.0
3,3,52,0.0
3,3,53,0.0
3,3,54,0.0
3,3,55,0.0
3,3,56,0.0
3,3,57,0.0
3,3,58,0.0
3,3,59,0.0
3,3,60,0.0
3,3,61,0.0
3,3,62,0.0
3,3,63,0.0
3,3,64,0.0
3,3,65,0.0
3,3,66,0.0
3,3,67,0.0
3,3,68,0.0
3,3,69,0.0
3,3,70,0.0
3,3,71,0.0
3,3,72,0.0
3,3,73,0.0
3,3,74,0.0
3,3,75,0.0
3,3,76,0.0
3,3,77,0.0
3,3,78,0.0
3,3,79,0.0
3,3,80,0.0
3,3,81,0.0
3,3,82,0.0
3,3,83,0.0
3,3,84,0.0
3,3,85,0.0
3,3,86,0.0
3,3,87,0.0
3,3,88,0.0
3,3,89,0.0
3,3,90,0.0
3,3,91,0.0
3,3,92,0.0
3,3,93,0.0
3,3,94,0.0
3,3,95,0.0
3,3,96,0.0
3,3,97,0.0
3,3,98,0.0
3,3,99,0.0
4,4,0,0.0
4,4,1,0.0
4,4,2,0.0
4,4,3,0.0
4,4,4,0.0
4,4,5,0.0
4,4,6,0.0
4,4,7,0.0
4,4,8,0.0
4,4,9,0.0
4,4,10,0.0
4,4,11,0.0
4,4,12,0.0
4,4,13,0.0
4,4,14,0.0
4,4,15,0.0
4,4,16,0.0
4,4,17,0.0
4,4,18,0.0
4,4,19,0.0
4,4,20,0.0
4,4,21,0.0
4,4,22,0.0
4,4,23,0.0
4,4,24,0.0
4,4,25,0.0
4,4,26,0.0
4,4,27,0.0
4,4,28,0.0
4,4,29,0.0
4,4,30,0.0
4,4,31,0.0
4,4,32,0.0
4,4,33,0.0
4,4,34,0.0
4,4,35,0.0
4,4,36,0.0
4,4,37,0.0
4,4,38,0.0
4,4,39,0.0
4,4,40,0.0
4,4,41,0.0
4,4,42,0.0
4,4,43,0.0
4,4,44,0.0
4,4,45,0.0
4,4,46,0.0
4,4,47,0.0
4,4,48,0.0
4,4,49,0.0
4,4,50,0.0
4,4,51,0.0
4,4,52,0.0
4,4,53,0.0
4,4,54,0.0
4,4,55,0.0
4,4,56,0.0
4,4,57,0.0
4,4,58,0.0
4,4,59,0.0
4,4,60,0.0
4,4,61,0.0
4,4,62,0.0
4,4,63,0.0
4,4,64,0.0
4,4,65,0.0
4,4,66,0.0
4,4,67,0.0
4,4,68,0.0
4,4,69,0.0
4,4,70,0.0
4,4,71,0.0
4,4,72,0.0
4,4,73,0.0
4,4,74,0.0
4,4,75,0.0
4,4,76,0.0
4,4,77,0.0
4,4,78,0.0
4,4,79,0.0
4,4,80,0.0
4,4,81,0.0
4,4,82,0.0
4,4,83,0.0
4,4,84,0.0
4,4,85,0.0
4,4,86,0.0
4,4,87,0.0
4,4,88,0.0
4,4,89,0.0
4,4,90,0.0
4,4,91,0.0
4,4,92,0.0
4,4,93,0.0
4,4,94,0.0
4,4,95,0.0
4,4,96,0.0
4,4,97,0.0
4,4,98,0.0
4,4,99,0.0
5,0,0,0.0
5,0,1,0.0
5,0,2,0.0
5,0,3,0.0
5,0,4,0.0
5,0,5,0.0
5,0,6,0.0
5,0,7,0.0
5,0,8,0.0
5,0,9,0.0
5,0,10,0.0
5,0,11,0.0
5,0,12,0.0
5,0,13,0.0
5,0,14,0.0
5,0,15,0.0
5,0,16,0.0
5,0,17,0.0
5,0,18,0.0
5,0,19,0.0
5,0,20,0.0
5,0,21,0.0
5,0,22,0.0
5,0,23,0.0
5,0,24,0.0
5,0,25,0.0
5,0,26,0.0
5,0,27,0.0
5,0,28,0.0
5,0,29,0.0
5,0,30,0.0
5,0,31,0.0
5,0,32,0.0
5,0,33,0.0
5,0,34,0.0
5,0,35,0.0
5,0,36,0.0
5,0,37,0.0
5,0,38,0.0
5,0,39,0.0
5,0,40,0.0
5,0,41,0.0
5,0,42,0.0
5,0,43,0.0
5,0,44,0.0
5,0,45,0.0
5,0,46,0.0
5,0,47,0.0
5,0,48,0.0
5,0,49,0.0
5,0,50,0.0
5,0,51,0.0
5,0,52,0.0
5,0,53,0.0
5,0,54,0.0
5,0,55,0.0
5,0,56,0.0
5,0,57,0.0
5,0,58,0.0
5,0,59,0.0
5,0,60,0.0
5,0,61,0.0
5,0,62,0.0
5,0,63,0.0
5,0,64,0.0
5,0,65,0.0
5,0,66,0.0
5,0,67,0.0
5,0,68,0.0
5,0,69,0.0
5,0,70,0.0
5,0,71,0.0
5,0,72,0.0
5,0,73,0.0
5,0,74,0.0
5,0,75,0.0
5,0,76,0.0
5,0,77,0.0
5,0,78,0.0
5,0,79,0.0
5,0,80,0.0
5,0,81,0.0
5,0,82,0.0
5,0,83,0.0
5,0,84,0.0
5,0,85,0.0
5,0,86,0.0
5,0,87,0.0
5,0,88,0.0
5,0,89,0.0
5,0,90,0.0
5,0,91,0.0
5,0,92,0.0
5,0,93,0.0
5,0,94,0.0
5,0,95,0.0
5,0,96,0.0
5,0,97,0.0
5,0,98,0.0
5,0,99,0.0
6,1,0,0.0
6,1,1,0.0
6,1,2,0.0
6,1,3,0.0
6,1,4,0.0
6,1,5,0.0
6,1,6,0.0
6,1,7,0.0
6,1,8,0.0
6,1,9,0.0
6,1,10,0.0
6,1,11,0.0
6,1,12,0.0
6,1,13,0.0
6,1,14,0.0
6,1,15,0.0
6,1,16,0.0
6,1,17,0.0
6,1,18,0.0
6,1,19,0.0
6,1,20,2.25
6,1,21,20.0
6,1,22,1.6666666666666667
6,1,23,5.0
6,1,24,12.5
6,1,25,3.0
6,1,26,0.0
6,1,27,2.857142857142857
6,1,28,19.0
6,1,29,7.0
6,1,30,1.4285714285714286
6,1,31,4.0
6,1,32,2.75
6,1,33,3.6
6,1,34,2.5714285714285716
6,1,35,3.0
6,1,36,9.0
6,1,37,5.333333333333333
6,1,38,2.8333333333333335
6,1,39,8.5
6,1,40,0.2222222222222222
6,1,41,0.42857142857142855
6,1,42,0.2727272727272727
6,1,43,0.0
6,1,44,0.3333333333333333
6,1,45,0.0
6,1,46,0.14285714285714285
6,1,47,0.0
6,1,48,0.23529411764705882
6,1,49,0.0
6,1,50,0.0
6,1,51,0.125
6,1,52,0.0
6,1,53,0.0
6,1,54,0.0
6,1,55,0.3
6,1,56,0.0
6,1,57,0.0
6,1,58,0.05555555555555555
6,1,59,0.0
6,1,60,0.0
6,1,61,0.5333333333333333
6,1,62,0.2222222222222222
6,1,63,0.0
6,1,64,0.058823529411764705
6,1,65,0.0
6,1,66,0.21428571428571427
6,1,67,0.0
6,1,68,0.3333333333333333
6,1,69,0.42857142857142855
6,1,70,0.0
6,1,71,0.0
6,1,72,0.0
6,1,73,0.0
6,1,74,0.0
6,1,75,0.0
6,1,76,0.0
6,1,77,0.0
6,1,78,0.0
6,1,79,0.14285714285714285
6,1,80,0.0
6,1,81,0.0
6,1,82,0.0
6,1,83,0.0
6,1,84,0.0
6,1,85,0.0
6,1,86,0.0
6,1,87,0.2608695652173913
6,1,88,0.0
6,1,89,0.06666666666666667
6,1,90,0.0
6,1,91,0.0
6,1,92,0.17391304347826086
6,1,93,0.0
6,1,94,0.0
6,1,95,0.0
6,1,96,0.0
6,1,97,0.0
6,1,98,0.0
6,1,99,0.0
7,2,0,0.04
7,2,1,0.0
7,2,2,0.0
7,2,3,0.0
7,2,4,0.0
7,2,5,0.16666666666666666
7,2,6,0.0
7,2,7,0.5384615384615384
7,2,8,0.5
7,2,9,0.0
7,2,10,0.0
7,2,11,0.0
7,2,12,0.0
7,2,13,0.14285714285714285
7,2,14,0.0
7,2,15,0.0
7,2,16,0.0
7,2,17,0.125
7,2,18,0.0
7,2,19,0.0
7,2,20,0.0
7,2,21,0.0
7,2,22,0.0
7,2,23,0.0
7,2,24,0.0
7,2,25,0.0
7,2,26,0.3333333333333333
7,2,27,0.0
7,2,28,0.0
7,2,29,0.0
7,2,30,0.0
7,2,31,0.0
7,2,32,0.0
7,2,33,0.0
7,2,34,0.0
7,2,35,0.0
7,2,36,0.0
7,2,37,0.0
7,2,38,0.0
7,2,39,0.0
7,2,40,4.333333333333333
7,2,41,3.3333333333333335
7,2,42,18.0
7,2,43,2.142857142857143
7,2,44,4.75
7,2,45,2.7142857142857144
7,2,46,3.4
7,2,47,4.5
7,2,48,2.2222222222222223
7,2,49,0.8181818181818182
7,2,50,2.0
7,2,51,9.0
7,2,52,3.5
7,2,53,19.0
7,2,54,2.6666666666666665
7,2,55,9.0
7,2,56,4.5
7,2,57,2.0
7,2,58,2.5
7,2,59,3.0
7,2,60,0.0
7,2,61,0.0
7,2,62,0.2
7,2,63,0.1111111111111111
7,2,64,0.1111111111111111
7,2,65,0.18181818181818182
7,2,66,0.3333333333333333
7,2,67,0.0
7,2,68,0.3
7,2,69,0.3333333333333333
7,2,70,0.6666666666666666
7,2,71,0.0
7,2,72,0.25
7,2,73,0.0
7,2,74,0.2
7,2,75,0.0
7,2,76,0.5
7,2,77,0.0
7,2,78,0.0
7,2,79,0.3333333333333333
7,2,80,0.0
7,2,81,0.07142857142857142
7,2,82,0.0
7,2,83,0.0
7,2,84,0.0
7,2,85,0.07142857142857142
7,2,86,0.0
7,2,87,0.26666666666666666
7,2,88,0.07692307692307693
7,2,89,0.26666666666666666
7,2,90,0.19047619047619047
7,2,91,0.3076923076923077
7,2,92,0.26666666666666666
7,2,93,0.0625
7,2,94,0.25
7,2,95,0.0
7,2,96,0.0
7,2,97,0.0
7,2,98,0.0
7,2,99,0.0
8,3,0,0.0
8,3,1,0.0
8,3,2,0.058823529411764705
8,3,3,0.09090909090909091
8,3,4,0.0
8,3,5,0.2
8,3,6,0.0
8,3,7,0.6666666666666666
8,3,8,0.08333333333333333
8,3,9,0.0
8,3,10,0.0
8,3,11,0.05263157894736842
8,3,12,0.0
8,3,13,0.6
8,3,14,0.2857142857142857
8,3,15,0.0
8,3,16,0.0
8,3,17,0.3333333333333333
8,3,18,0.0
8,3,19,0.0
8,3,20,0.0
8,3,21,0.0
8,3,22,0.0
8,3,23,0.3
8,3,24,0.14285714285714285
8,3,25,0.875
8,3,26,0.3333333333333333
8,3,27,0.47058823529411764
8,3,28,0.0
8,3,29,0.0
8,3,30,0.0
8,3,31,0.0
8,3,32,0.0
8,3,33,0.0
8,3,34,0.0
8,3,35,0.0
8,3,36,0.0
8,3,37,0.0
8,3,38,0.0
8,3,39,0.0
8,3,40,0.0
8,3,41,0.0
8,3,42,0.0
8,3,43,0.0
8,3,44,0.0
8,3,45,0.0
8,3,46,0.0
8,3,47,0.0
8,3,48,0.0
8,3,49,0.0
8,3,50,0.0
8,3,51,0.0
8,3,52,0.0
8,3,53,0.0
8,3,54,0.0
8,3,55,0.0
8,3,56,0.0
8,3,57,0.0
8,3,58,0.0
8,3,59,0.0
8,3,60,4.0
8,3,61,12.0
8,3,62,3.0
8,3,63,6.0
8,3,64,2.7142857142857144
8,3,65,3.8
8,3,66,19.0
8,3,67,0.16666666666666666
8,3,68,3.0
8,3,69,10.0
8,3,70,6.666666666666667
8,3,71,1.4285714285714286
8,3,72,9.0
8,3,73,3.4
8,3,74,19.0
8,3,75,2.8333333333333335
8,3,76,6.0
8,3,77,4.75
8,3,78,2.4
8,3,79,3.0
8,3,80,0.0
8,3,81,0.1
8,3,82,0.0
8,3,83,0.0
8,3,84,0.0
8,3,85,0.0
8,3,86,0.0
8,3,87,0.2222222222222222
8,3,88,0.2222222222222222
8,3,89,0.36363636363636365
8,3,90,0.13333333333333333
8,3,91,0.2857142857142857
8,3,92,0.2222222222222222
8,3,93,0.1
8,3,94,0.16666666666666666
8,3,95,0.0
8,3,96,0.3333333333333333
8,3,97,0.0
8,3,98,0.2857142857142857
8,3,99,0.0
9,4,0,0.0
9,4,1,0.0
9,4,2,0.2
9,4,3,0.25
9,4,4,0.0
9,4,5,0.15384615384615385
9,4,6,0.0
9,4,7,0.2
9,4,8,0.15384615384615385
9,4,9,0.0
9,4,10,0.0
9,4,11,0.25
9,4,12,0.0
9,4,13,0.18181818181818182
9,4,14,0.16666666666666666
9,4,15,0.07142857142857142
9,4,16,0.2222222222222222
9,4,17,0.42857142857142855
9,4,18,0.0
9,4,19,0.08333333333333333
9,4,20,0.09523809523809523
9,4,21,0.0
9,4,22,0.21052631578947367
9,4,23,0.0
9,4,24,0.0
9,4,25,0.0
9,4,26,0.125
9,4,27,0.25
9,4,28,0.0
9,4,29,0.0
9,4,30,0.0
9,4,31,0.05
9,4,32,0.0
9,4,33,0.0
9,4,34,0.0
9,4,35,0.0
9,4,36,0.0
9,4,37,0.1111111111111111
9,4,38,0.0
9,4,39,0.14285714285714285
9,4,40,0.0
9,4,41,0.0
9,4,42,0.0
9,4,43,0.0
9,4,44,0.0
9,4,45,0.0
9,4,46,0.0
9,4,47,0.0
9,4,48,0.0
9,4,49,0.0
9,4,50,0.0
9,4,51,0.0
9,4,52,0.0
9,4,53,0.0
9,4,54,0.0
9,4,55,0.18181818181818182
9,4,56,0.0
9,4,57,0.0
9,4,58,0.0
9,4,59,0.0
9,4,60,0.0
9,4,61,0.75
9,4,62,0.0
9,4,63,0.0
9,4,64,0.0
9,4,65,0.0
9,4,66,0.0
9,4,67,0.3076923076923077
9,4,68,0.0
9,4,69,0.0
9,4,70,0.0
9,4,71,0.0
9,4,72,0.0
9,4,73,0.0
9,4,74,0.0
9,4,75,0.0
9,4,76,0.0
9,4,77,0.0
9,4,78,0.0
9,4,79,0.0
9,4,80,0.5
9,4,81,6.666666666666667
9,4,82,10.0
9,4,83,2.0
9,4,84,4.333333333333333
9,4,85,4.0
9,4,86,2.0
9,4,87,1.8333333333333333
9,4,88,5.0
9,4,89,3.3333333333333335
9,4,90,2.5
9,4,91,5.0
9,4,92,4.75
9,4,93,0.7142857142857143
9,4,94,3.8
9,4,95,2.0
9,4,96,11.0
9,4,97,2.2
9,4,98,2.75
9,4,99,2.4
10,0,0,3.0
10,0,1,13.0
10,0,2,11.0
10,0,3,1.6666666666666667
10,0,4,2.5
10,0,5,3.6666666666666665
10,0,6,18.0
10,0,7,2.5
10,0,8,2.2
10,0,9,7.0
10,0,10,6.666666666666667
10,0,11,2.5
10,0,12,6.0
10,0,13,1.7142857142857142
10,0,14,1.1
10,0,15,2.75
10,0,16,5.666666666666667
10,0,17,2.8
10,0,18,3.6666666666666665
10,0,19,2.75
10,0,20,0.10526315789473684
10,0,21,0.0
10,0,22,0.2222222222222222
10,0,23,0.2857142857142857
10,0,24,0.15384615384615385
10,0,25,0.0
10,0,26,0.08333333333333333
10,0,27,0.1111111111111111
10,0,28,0.0
10,0,29,0.0
10,0,30,0.0
10,0,31,0.0625
10,0,32,0.2857142857142857
10,0,33,0.0
10,0,34,0.1111111111111111
10,0,35,0.0
10,0,36,0.15384615384615385
10,0,37,0.16666666666666666
10,0,38,0.11764705882352941
10,0,39,0.18181818181818182
10,0,40,0.05555555555555555
10,0,41,0.0
10,0,42,0.0
10,0,43,0.22727272727272727
10,0,44,0.0
10,0,45,0.0
10,0,46,0.0
10,0,47,0.0
10,0,48,0.23076923076923078
10,0,49,0.0
10,0,50,0.0
10,0,51,0.0
10,0,52,0.0
10,0,53,0.0
10,0,54,0.0
10,0,55,0.0
10,0,56,0.0
10,0,57,0.0
10,0,58,0.0
10,0,59,0.13333333333333333
10,0,60,0.0
10,0,61,0.1111111111111111
10,0,62,0.0
10,0,63,0.0
10,0,64,0.0
10,0,65,0.09090909090909091
10,0,66,0.0
10,0,67,0.17391304347826086
10,0,68,0.23529411764705882
10,0,69,0.26666666666666666
10,0,70,0.0
10,0,71,0.0
10,0,72,0.10526315789473684
10,0,73,0.0
10,0,74,0.0
10,0,75,0.0
10,0,76,0.0
10,0,77,0.0
10,0,78,0.2857142857142857
10,0,79,0.23809523809523808
10,0,80,0.5
10,0,81,0.0
10,0,82,0.0
10,0,83,0.0
10,0,84,0.0
10,0,85,0.0
10,0,86,0.0
10,0,87,0.0
10,0,88,0.0
10,0,89,0.0
10,0,90,0.0
10,0,91,0.0
10,0,92,0.0
10,0,93,0.0
10,0,94,0.0
10,0,95,0.0
10,0,96,0.0
10,0,97,0.0
10,0,98,0.0
10,0,99,0.0
11,1,0,0.0
11,1,1,0.0
11,1,2,0.0
11,1,3,0.0
11,1,4,0.0
11,1,5,0.0
11,1,6,0.0
11,1,7,0.0
11,1,8,0.0
11,1,9,0.0
11,1,10,0.0
11,1,11,0.0
11,1,12,0.0
11,1,13,0.0
11,1,14,0.0
11,1,15,0.0
11,1,16,0.0
11,1,17,0.0
11,1,18,0.0
11,1,19,0.0
11,1,20,1.5
11,1,21,2.0
11,1,22,1.6666666666666667
11,1,23,2.75
11,1,24,10.0
11,1,25,4.5
11,1,26,1.8
11,1,27,1.7142857142857142
11,1,28,2.0
11,1,29,2.3333333333333335
11,1,30,1.4285714285714286
11,1,31,2.4
11,1,32,5.0
11,1,33,0.8
11,1,34,1.5714285714285714
11,1,35,3.6
11,1,36,9.5
11,1,37,4.0
11,1,38,2.0
11,1,39,9.5
11,1,40,0.2222222222222222
11,1,41,0.0
11,1,42,0.18181818181818182
11,1,43,0.2727272727272727
11,1,44,0.0
11,1,45,0.0
11,1,46,0.0
11,1,47,0.1
11,1,48,0.23529411764705882
11,1,49,0.0
11,1,50,0.0
11,1,51,0.0
11,1,52,0.0
11,1,53,0.0
11,1,54,0.0
11,1,55,0.2
11,1,56,0.0
11,1,57,0.125
11,1,58,0.0
11,1,59,0.3333333333333333
11,1,60,0.46153846153846156
11,1,61,0.2
11,1,62,0.0
11,1,63,0.0
11,1,64,0.0
11,1,65,0.3157894736842105
11,1,66,0.0
11,1,67,0.2
11,1,68,0.1111111111111111
11,1,69,0.07142857142857142
11,1,70,0.0
11,1,71,0.0
11,1,72,0.25
11,1,73,0.0
11,1,74,0.0
11,1,75,0.0
11,1,76,0.0
11,1,77,0.0
11,1,78,0.5555555555555556
11,1,79,0.2857142857142857
11,1,80,0.2631578947368421
11,1,81,0.0
11,1,82,0.0
11,1,83,0.2631578947368421
11,1,84,0.0
11,1,85,0.0
11,1,86,0.0
11,1,87,0.0
11,1,88,0.058823529411764705
11,1,89,0.2
11,1,90,0.0
11,1,91,0.09523809523809523
11,1,92,0.0
11,1,93,0.0
11,1,94,0.0
11,1,95,0.0
11,1,96,0.0
11,1,97,0.2692307692307692
11,1,98,0.09523809523809523
11,1,99,0.0
12,2,0,0.16
12,2,1,0.0
12,2,2,0.42857142857142855
12,2,3,0.06666666666666667
12,2,4,0.0
12,2,5,0.0
12,2,6,0.19047619047619047
12,2,7,0.0
12,2,8,0.0625
12,2,9,0.0
12,2,10,0.2727272727272727
12,2,11,0.0
12,2,12,0.0
12,2,13,0.0
12,2,14,0.0
12,2,15,0.0
12,2,16,0.0
12,2,17,0.0
12,2,18,0.0
12,2,19,0.0
12,2,20,0.0
12,2,21,0.0
12,2,22,0.0
12,2,23,0.0
12,2,24,0.0
12,2,25,0.6
12,2,26,0.0
12,2,27,0.0
12,2,28,0.0
12,2,29,0.0
12,2,30,0.0
12,2,31,0.0
12,2,32,0.0
12,2,33,0.0
12,2,34,0.0
12,2,35,0.0
12,2,36,0.0
12,2,37,0.0
12,2,38,0.0
12,2,39,0.0
12,2,40,4.333333333333333
12,2,41,0.3333333333333333
12,2,42,12.0
12,2,43,1.8571428571428572
12,2,44,5.0
12,2,45,1.5714285714285714
12,2,46,2.6
12,2,47,6.5
12,2,48,2.2222222222222223
12,2,49,0.9090909090909091
12,2,50,8.0
12,2,51,1.5
12,2,52,5.0
12,2,53,12.0
12,2,54,3.3333333333333335
12,2,55,9.0
12,2,56,1.5
12,2,57,1.375
12,2,58,0.375
12,2,59,3.1666666666666665
12,2,60,0.42857142857142855
12,2,61,0.5714285714285714
12,2,62,0.2
12,2,63,0.0
12,2,64,0.0
12,2,65,0.18181818181818182
12,2,66,0.3333333333333333
12,2,67,0.08333333333333333
12,2,68,0.2
12,2,69,0.3333333333333333
12,2,70,0.6666666666666666
12,2,71,0.0
12,2,72,0.25
12,2,73,0.0
12,2,74,0.0
12,2,75,0.0
12,2,76,0.0
12,2,77,0.0
12,2,78,0.2857142857142857
12,2,79,0.3333333333333333
12,2,80,0.23529411764705882
12,2,81,0.0
12,2,82,0.0
12,2,83,0.07692307692307693
12,2,84,0.0
12,2,85,0.0
12,2,86,0.0
12,2,87,0.0
12,2,88,0.3076923076923077
12,2,89,0.0
12,2,90,0.0
12,2,91,0.3076923076923077
12,2,92,0.26666666666666666
12,2,93,0.0
12,2,94,0.0
12,2,95,0.0
12,2,96,0.25
12,2,97,0.2777777777777778
12,2,98,0.07692307692307693
12,2,99,0.0
13,3,0,0.2857142857142857
13,3,1,0.0
13,3,2,0.23529411764705882
13,3,3,0.36363636363636365
13,3,4,0.23076923076923078
13,3,5,0.0
13,3,6,0.35294117647058826
13,3,7,0.0
13,3,8,0.4166666666666667
